time,x_pos,y_pos,velocity,rotation
3.00701,5.5,2.08659,4,1.5708
3.0108,5.5,2.10173,4,1.5708
3.0146,5.5,2.11695,4,1.5708
3.01842,5.5,2.13223,4,1.5708
3.02226,5.5,2.14759,4,1.5708
3.02612,5.5,2.16301,4,1.5708
3.02999,5.5,2.1785,4,1.5708
3.03388,5.5,2.19405,4,1.5708
3.03779,5.5,2.20968,4,1.5708
3.04171,5.5,2.22537,4,1.5708
3.04565,5.5,2.24112,4,1.5708
3.0496,5.5,2.25694,4,1.5708
3.05357,5.5,2.27283,4,1.5708
3.05756,5.5,2.28878,4,1.5708
3.06156,5.5,2.30479,4,1.5708
3.06558,5.5,2.32087,4,1.5708
3.06962,5.5,2.33701,4,1.5708
3.07367,5.5,2.35322,4,1.5708
3.07774,5.5,2.36948,4,1.5708
3.08182,5.5,2.38581,4,1.5708
3.08592,5.5,2.4022,4,1.5708
3.09003,5.5,2.41865,4,1.5708
3.09416,5.5,2.43516,4,1.5708
3.0983,5.5,2.45173,4,1.5708
3.10246,5.5,2.46836,4,1.5708
3.10663,5.5,2.48505,4,1.5708
3.11082,5.5,2.5018,4,1.5708
3.11502,5.5,2.51861,4,1.5708
3.11923,5.5,2.53547,4,1.5708
3.12346,5.5,2.55239,4,1.5708
3.12771,5.5,2.56937,4,1.5708
3.13197,5.5,2.58641,4,1.5708
3.13624,5.5,2.6035,4,1.5708
3.14053,5.5,2.62064,4,1.5708
3.14483,5.5,2.63785,4,1.5708
3.14914,5.5,2.6551,4,1.5708
3.15347,5.5,2.67241,4,1.5708
3.15781,5.5,2.68978,4,1.5708
3.16216,5.5,2.70719,4,1.5708
3.16653,5.5,2.72466,4,1.5708
3.17091,5.5,2.74219,4,1.5708
3.17531,5.5,2.75976,4,1.5708
3.17971,5.5,2.77739,4,1.5708
3.18413,5.5,2.79506,4,1.5708
3.18856,5.5,2.81279,4,1.5708
3.19301,5.5,2.83057,4,1.5708
3.19747,5.5,2.8484,4,1.5708
3.20193,5.5,2.86627,4,1.5708
3.20642,5.5,2.8842,4,1.5708
3.21091,5.5,2.90217,4,1.5708
3.21541,5.5,2.92019,4,1.5708
3.21993,5.5,2.93826,4,1.5708
3.22446,5.5,2.95638,4,1.5708
3.229,5.5,2.97454,4,1.5708
3.23355,5.5,2.99275,4,1.5708
3.23812,5.5,3.01101,4,1.5708
3.24269,5.5,3.0293,4,1.5708
3.24728,5.5,3.04765,4,1.5708
3.25188,5.5,3.06604,4,1.5708
3.25648,5.5,3.08447,4,1.5708
3.2611,5.5,3.10295,4,1.5708
3.26573,5.5,3.12147,4,1.5708
3.27037,5.5,3.14003,4,1.5708
3.27502,5.5,3.15863,4,1.5708
3.27968,5.5,3.17728,4,1.5708
3.28436,5.5,3.19596,4,1.5708
3.28904,5.5,3.21469,4,1.5708
3.29373,5.5,3.23345,4,1.5708
3.29843,5.5,3.25226,4,1.5708
3.30314,5.5,3.27111,4,1.5708
3.30786,5.5,3.28999,4,1.5708
3.31259,5.5,3.30892,4,1.5708
3.31733,5.5,3.32788,4,1.5708
3.32208,5.5,3.34688,4,1.5708
3.32684,5.5,3.36591,4,1.5708
3.33161,5.5,3.38499,4,1.5708
3.33639,5.5,3.40409,4,1.5708
3.34118,5.5,3.42324,4,1.5708
3.34597,5.5,3.44242,4,1.5708
3.35077,5.5,3.46163,4,1.5708
3.35559,5.5,3.48088,4,1.5708
3.36041,5.5,3.50017,4,1.5708
3.36524,5.5,3.51948,4,1.5708
3.37007,5.5,3.53883,4,1.5708
3.37492,5.5,3.55822,4,1.5708
3.37977,5.5,3.57763,4,1.5708
3.38463,5.5,3.59708,4,1.5708
3.3895,5.5,3.61655,4,1.5708
3.39438,5.5,3.63606,4,1.5708
